ticker;name;sector;mcap in millions usd;simfin_id
NEOS;Neos Therapeutics, Inc.;Drug Manufacturers;57.220154;160118
ENDP_old;Endo International;Drug Manufacturers;42.681125;378135
LCI;LANNETT CO INC;Drug Manufacturers;23.407714;600871
JAGX;Jaguar Health, Inc.;Drug Manufacturers;12.547391;1076278
AXN;AOXING PHARMACEUTICAL COMPANY, INC.;Drug Manufacturers;9.145103;329205
ACAN;AmeriCann, Inc.;Drug Manufacturers;7.879618;654226
AKRX;AKORN INC;Drug Manufacturers;4.002231;195622
MNK;Mallinckrodt plc;Drug Manufacturers;0.264;365935
BSPM;Biostar Pharmaceuticals, Inc.;Drug Manufacturers;0.026372;543906
GHC;Graham Holdings Co;Education;3004.67926;716648
LOPE;Grand Canyon Education, Inc.;Education;2710.632;760533
HMHC;Houghton Mifflin Harcourt Co;Education;2684.995008;651625
STRA;Strategic Education, Inc.;Education;1686.42252;1067482
PRDO;PERDOCEO EDUCATION Corp;Education;845.37817;1241826
FC;FRANKLIN COVEY CO;Education;753.15322;702498
ABCD;CAMBIUM LEARNING GROUP, INC.;Education;684.907794;358762
APEI;AMERICAN PUBLIC EDUCATION INC;Education;221.55008;1234045
ASPU;ASPEN GROUP, INC.;Education;24.265944;652699
ZVO;Zovio Inc;Education;11.9427;901866
RHI;Robert Half International;Employment Services;8949.32292;378208
AMN;AMN HEALTHCARE SERVICES INC;Employment Services;4704.96288;683491
MAN;ManpowerGroup Inc.;Employment Services;4348.277;348449
KFY;KORN FERRY INTERNATIONAL;Employment Services;3519.05848;211211
TBI;TrueBlue, Inc.;Employment Services;739.83234;108139
HSII;HEIDRICK & STRUGGLES INTERNATIONAL INC;Employment Services;638.1361;727845
BBSI;BARRETT BUSINESS SERVICES INC;Employment Services;614.71446;684470
DHX;DHI GROUP, INC.;Employment Services;245.03418;653310
MHH;Mastech Holdings, Inc.;Employment Services;188.49768;160053
BGSF;BG Staffing, Inc.;Employment Services;135.616971;346052
VOLT;VOLT INFORMATION SCIENCES, INC.;Employment Services;131.66619;207946
OTIS;Otis Worldwide Corp;Engineering & Construction;34268.248;1161716
PWR;Quanta Services Inc.;Engineering & Construction;20488.69793;378205
J;Jacobs Engineering Group;Engineering & Construction;17357.78193;378172
GNRC;GENERAC HOLDINGS INC.;Engineering & Construction;17030.35805;1048511
PLUG;PLUG POWER INC;Engineering & Construction;16837.940539;1011101
TER;TERADYNE, INC;Engineering & Construction;16208.40954;1094921
WSO;WATSCO INC;Engineering & Construction;11782.726437;1014359
ACM;Aecom Technology Corp;Engineering & Construction;10825.40992;445606
RBC;REGAL BELOIT CORP;Engineering & Construction;9952.490978;1234788
TTEK;TETRA TECH INC;Engineering & Construction;8022.83958;1055095
KBR;KBR, INC.;Engineering & Construction;7335.03;1056225
ITT;ITT Inc.;Engineering & Construction;6928.047;1056223
EME;Emcor Group Inc;Engineering & Construction;6452.071812;446597
CFX;Colfax CORP;Engineering & Construction;6214.187579;1067476
MTZ;Mastec Inc;Engineering & Construction;6135.7569;447935
IIVI;II-VI INC;Engineering & Construction;5796.2268;1234773
SGMS;SCIENTIFIC GAMES CORP;Engineering & Construction;5632.79;1011099
ROG;ROGERS CORP;Engineering & Construction;5064.027;1092274
FOXF;FOX FACTORY HOLDING CORP;Engineering & Construction;4725.03856;1057789
SSD;Simpson Manufacturing Co., Inc.;Engineering & Construction;4616.08355;1056224
APY;ChampionX Corp;Engineering & Construction;4322.274434;1234042
VNE;Veoneer, Inc.;Engineering & Construction;4136.922;998442
VNT;Vontier Corp;Engineering & Construction;4023.075;1033570
FLR;Fluor Corp.;Engineering & Construction;3902.9712;378148
FIX;COMFORT SYSTEMS USA INC;Engineering & Construction;3868.2138;1014353
FLOW;SPX FLOW, Inc.;Engineering & Construction;3630.072136;918101
VICR;VICOR CORP;Engineering & Construction;3611.53584;1334839
VC;VISTEON CORP;Engineering & Construction;3576.16;1009194
AZEK;AZEK Co Inc.;Engineering & Construction;3459.740222;1312108
DY;DYCOM INDUSTRIES INC;Engineering & Construction;3320.142073;252287
CNR;Cornerstone Building Brands, Inc.;Engineering & Construction;3142.89234;1145421
ACA;Arcosa, Inc.;Engineering & Construction;3125.493;919864
TEX;TEREX CORP;Engineering & Construction;2656.588;1234793
XMTR;Xometry, Inc.;Engineering & Construction;2368.776059;1262309
KMT;KENNAMETAL INC;Engineering & Construction;2275.50132;1234776
EVRI;Everi Holdings Inc.;Engineering & Construction;1915.326;917372
CBI;CHICAGO BRIDGE & IRON CO N V;Engineering & Construction;1680.766948;111879
ROAD;Construction Partners, Inc.;Engineering & Construction;1590.052622;1291788
CTS;CTS CORP;Engineering & Construction;1370.62842;923326
AXL;AMERICAN AXLE & MANUFACTURING HOLDINGS INC;Engineering & Construction;1337.282;980335
TGLS;Tecnoglass Inc.;Engineering & Construction;1219.520693;1346351
DM;Desktop Metal, Inc.;Engineering & Construction;1047.279999;1306306
VLD;Velo3D, Inc.;Engineering & Construction;1030.137464;1212485
AGX;ARGAN INC;Engineering & Construction;562.8525;529078
LEGH;Legacy Housing Corp;Engineering & Construction;435.195777;998533
ATOM;Atomera Inc;Engineering & Construction;335.09496;1070617
NWPX;NORTHWEST PIPE CO;Engineering & Construction;331.36947;1031014
VLDR;Velodyne Lidar, Inc.;Engineering & Construction;330.252116;1085789
LAYN;LAYNE CHRISTENSEN CO;Engineering & Construction;309.248435;45965
CDZI;CADIZ INC;Engineering & Construction;184.162;1159130
NNDM;Nano Dimension Ltd.;Engineering & Construction;162.505513;1240368
LMB;Limbach Holdings, Inc.;Engineering & Construction;75.097126;733746
ENG;ENGLOBAL CORP;Engineering & Construction;59.90036;58098
TPCS;TECHPRECISION CORP;Engineering & Construction;54.174171;74307
NRTHF;Northern Power Systems Corp.;Engineering & Construction;0;243188
DIS;The Walt Disney Company;Entertainment;228052;261356
NFLX;NETFLIX INC;Entertainment;109223.20933;83548
TWX;TIME WARNER INC.;Entertainment;77269.6902;121635
FOX_old;21st Century Fox;Entertainment;62652.799744;242
LVS;LAS VEGAS SANDS CORP;Entertainment;29245.92;1076498
SIRI;SIRIUS XM HOLDINGS INC.;Entertainment;25924.8;97841
LYV;Live Nation Entertainment, Inc.;Entertainment;22251.757231;682157
FOX;Fox Corp;Entertainment;20075.3;885908
WMG;Warner Music Group Corp.;Entertainment;15541.228548;1093102
LSXMA;Liberty Media Corp;Entertainment;14850.44931;629561
AMC;AMC ENTERTAINMENT HOLDINGS, INC.;Entertainment;12799.7271;1100848
DISCA;Discovery Communications, Inc.;Entertainment;12361.58;120376
ROKU;ROKU, INC;Entertainment;11511.73788;617783
NWS;NEWS CORP;Entertainment;11075.4;160346
VIA;Viacom Inc.;Entertainment;9770.529238;378236
SNI;Scripps Networks Interactive Inc.;Entertainment;8666.363056;378211
DKNG;DraftKings Inc.;Entertainment;8343.41704;1085359
NXST;NEXSTAR MEDIA GROUP, INC.;Entertainment;8126.832;650370
DLB;Dolby Laboratories, Inc.;Entertainment;8079.93914;357388
WWE;WORLD WRESTLING ENTERTAINMENTINC;Entertainment;5699.628;641925
ATUS;Altice USA, Inc.;Entertainment;5221.2096;997777
TGNA;Tegna;Entertainment;4887.29875;378222
RGC;Regal Entertainment Group;Entertainment;4799.5152;493690
P;Pandora Media, Inc.;Entertainment;3255.431185;91899
RRR;Red Rock Resorts, Inc.;Entertainment;2848.36257;980329
SONO;Sonos Inc;Entertainment;2202.169368;974898
MSGE;Madison Square Garden Entertainment Corp.;Entertainment;2188.99308;1033569
CNK;Cinemark Holdings, Inc.;Entertainment;2076.774;760762
SBGI;SINCLAIR BROADCAST GROUP INC;Entertainment;1928.89712;132115
QRTEA;Qurate Retail, Inc.;Entertainment;1660.44;980380
IHRT;iHeartMedia, Inc.;Entertainment;1532.3175;653413
SSP;E.W. SCRIPPS Co;Entertainment;1437.6134;688615
AMCX;Amc Networks Inc;Entertainment;1343.70312;445716
CETV;CENTRAL EUROPEAN MEDIA ENTERPRISES LTD;Entertainment;1163.51525;651857
EVC;ENTRAVISION COMMUNICATIONS CORP;Entertainment;505.506824;652141
UONE;URBAN ONE, INC.;Entertainment;317.539663;653270
CMLS;CUMULUS MEDIA INC;Entertainment;202.825455;659310
TSQ;Townsquare Media, Inc.;Entertainment;170.36958;545597
SGA;SAGA COMMUNICATIONS INC;Entertainment;143.72694;652364
CIDM;Cinedigm Corp.;Entertainment;110.514865;620342
ETM;ENTERCOM COMMUNICATIONS CORP;Entertainment;100.171232;550551
RLJE;RLJ ENTERTAINMENT, INC.;Entertainment;97.591294;653411
BWLA;BOWL AMERICA INC;Entertainment;79.117685;287640
GAIA;GAIA, INC;Entertainment;66.48822;1291281
EMMS;EMMIS COMMUNICATIONS CORP;Entertainment;40.197396;654077
BBGI;BEASLEY BROADCAST GROUP INC;Entertainment;37.888318;652265
ELYS;ELYS GAME TECHNOLOGY, CORP;Entertainment;17.540947;360213
TBTC;TABLE TRAC INC;Entertainment;17.093115;263057
DE;DEERE & CO;Farm & Construction Machinery;114360.818;373449
CAT;CATERPILLAR INC;Farm & Construction Machinery;106404.024;253953
AGCO;AGCO CORP /DE;Farm & Construction Machinery;8435.022;365265
JOY;JOY GLOBAL INC;Farm & Construction Machinery;2819.256047;39382
LNN;LINDSAY CORP;Farm & Construction Machinery;1802.36804;80469
ALG;ALAMO GROUP INC;Farm & Construction Machinery;1668.79713;128246
CMCO;COLUMBUS MCKINNON CORP;Farm & Construction Machinery;990.43651;899253
TWI;TITAN INTERNATIONAL INC;Farm & Construction Machinery;968.7562;795301
GENC;GENCOR INDUSTRIES INC;Farm & Construction Machinery;142.32918;543904
WY;WEYERHAEUSER CO;Forest Products;27615.06278;57524
WFG;WEST FRASER TIMBER CO., LTD;Forest Products;10276.31946;1242695
RYN;RAYONIER INC;Forest Products;5507.440576;504942
EVA;Enviva Partners, LP;Forest Products;4999.29624;900872
PCH;POTLATCHDELTIC CORP;Forest Products;3441.4268;1067480
UFS;Domtar CORP;Forest Products;2788.113251;890747
RFP;Resolute Forest Products Inc.;Forest Products;1587.2;717558
VRS;Verso Corp;Forest Products;791.72466;548204
SWM;SCHWEITZER MAUDUIT INTERNATIONAL INC;Forest Products;727.002232;803493
NP;Neenah Inc;Forest Products;537.12;743399
UNH;UNITEDHEALTH GROUP INC;Health Care Plans;512354.27583;367714
CVS;CVS HEALTH Corp;Health Care Plans;139742.59;256275
ELV;Elevance Health Inc.;Health Care Plans;119018.902841;378099
CI;CIGNA Corp.;Health Care Plans;92555.50707;378114
AET;AETNA INC /PA/;Health Care Plans;69637.98;62217
HUM;HUMANA INC;Health Care Plans;62862.23636;234479
CNC;Centene Corporation;Health Care Plans;56222.42652;378107
ESRX;Express Scripts Holding Co.;Health Care Plans;52061.1938;107733
WCG;WELLCARE HEALTH PLANS, INC.;Health Care Plans;17610.637991;745218
MJN;Mead Johnson;Health Care Plans;16523.92792;378188
CNXR;CONNECTURE INC;Health Care Plans;7.906735;145641
HCA;HCA Holdings;Health Care Providers;62899.764228;378161
MOH;MOLINA HEALTHCARE, INC.;Health Care Providers;19396.94;1178120
VTRS;Viatris Inc;Health Care Providers;13383.792;1251885
FMS;Fresenius Medical Care;Health Care Providers;11114.985178;1108967
DVA;DAVITA INC.;Health Care Providers;8952.09864;349826
UHS;Universal Health Services, Inc.;Health Care Providers;8136.2532;378232
ACHC;Acadia Healthcare Company Inc;Health Care Providers;7334.937;445598
CHE;CHEMED CORP;Health Care Providers;7305.07556;115043
THC;TENET HEALTHCARE CORP;Health Care Providers;6948.1434;1033571
TDOC;Teladoc Health, Inc.;Health Care Providers;6366.350068;963383
EHC;Encompass Health Corp;Health Care Providers;5290.336;117690
LHCG;LHC Group, Inc;Health Care Providers;4962.32121;693030
ENSG;ENSIGN GROUP, INC;Health Care Providers;4840.21618;1023444
AMED;AMEDISYS INC;Health Care Providers;3951.37062;904598
ONEM;1Life Healthcare Inc;Health Care Providers;3345.1936;1008081
MGLN;MAGELLAN HEALTH INC;Health Care Providers;2481.762884;945856
MD;MEDNAX, INC.;Health Care Providers;1756.8607;905672
MODV;ModivCare Inc;Health Care Providers;1699.883014;492538
MED;MEDIFAST INC;Health Care Providers;1670.43604;951290
TVTY;TIVITY HEALTH, INC.;Health Care Providers;1616.29;895523
ADUS;Addus HomeCare Corp;Health Care Providers;1519.6059;1023443
NHC;NATIONAL HEALTHCARE CORP;Health Care Providers;1079.041232;728722
NVTA;Invitae Corp;Health Care Providers;1009.47805;963379
BKD;Brookdale Senior Living Inc.;Health Care Providers;965.55437;732304
CANO;Cano Health, Inc.;Health Care Providers;833.176891;1242697
KND;KINDRED HEALTHCARE, INC;Health Care Providers;821.345616;510383
BVS;Bioventus Inc.;Health Care Providers;492.604047;1237813
JYNT;JOINT Corp;Health Care Providers;323.968964;921297
CSU;CAPITAL SENIOR LIVING CORP;Health Care Providers;216.119887;122647
GOCO;GoHealth, Inc.;Health Care Providers;77.1528;1340517
OTRK;Ontrak, Inc.;Health Care Providers;15.9216;495603
RHE;REGIONAL HEALTH PROPERTIES, INC;Health Care Providers;6.319;712450
DHI;D. R. Horton;Homebuilding & Construction;27757.191;378124
LEN;LENNAR CORP /NEW/;Homebuilding & Construction;25886.4151;80077
NVR;NVR INC;Homebuilding & Construction;14610.715;896899
PHM;PULTEGROUP INC/MI/;Homebuilding & Construction;10528.4124;404717
TOL;TOLL BROTHERS INC;Homebuilding & Construction;5831.85211;200636
SKY;SKYLINE CORP;Homebuilding & Construction;3849.339725;132365
REZI;RESIDEO TECHNOLOGIES, INC.;Homebuilding & Construction;3426.96692;918602
TMHC;Taylor Morrison Home Corp;Homebuilding & Construction;3331.579;1234795
KBH;KB HOME;Homebuilding & Construction;2907.22122;821503
LGIH;LGI Homes, Inc.;Homebuilding & Construction;2612.95684;530141
CVCO;CAVCO INDUSTRIES INC.;Homebuilding & Construction;2548.39851;890460
TPH;Tri Pointe Homes, Inc.;Homebuilding & Construction;1916.603713;1234796
CCS;Century Communities, Inc.;Homebuilding & Construction;1726.038969;350948
MHO;M/I HOMES, INC.;Homebuilding & Construction;1343.1639;1251881
BZH;BEAZER HOMES USA INC;Homebuilding & Construction;495.82;505724
GRWG;GrowGeneration Corp.;Homebuilding & Construction;361.4982;1039023
UFI;UNIFI INC;Homebuilding & Construction;242.86432;249809
SCTY;MONITRONICS INTERNATIONAL INC;Homebuilding & Construction;10.8;146125
ASGN;ASGN Inc;HR & Staffing;5484.048;1059907
NSP;INSPERITY, INC.;HR & Staffing;4436.22648;994624
HRT;HireRight Holdings Corp;HR & Staffing;1445.980929;1340571
FAST;FASTENAL CO;Industrial Distribution;32256.775;339017
GWW;GRAINGER W W INC;Industrial Distribution;29793.69;504823
HDS;HD Supply Holdings, Inc.;Industrial Distribution;8712.044;218138
WCC;WESCO INTERNATIONAL INC;Industrial Distribution;7249.191638;701296
SON;SONOCO PRODUCTS CO;Industrial Distribution;6449.31419;992009
SITE;SiteOne Landscape Supply, Inc.;Industrial Distribution;6317.502018;62823
SLGN;SILGAN HOLDINGS INC;Industrial Distribution;5249.3824;1067479
MSM;MSC INDUSTRIAL DIRECT CO INC;Industrial Distribution;4824.81906;87559
AIT;APPLIED INDUSTRIAL TECHNOLOGIES INC;Industrial Distribution;4467.04896;253867
WAIR;Wesco Aircraft Holdings, Inc;Industrial Distribution;1105.853616;359379
TITN;Titan Machinery Inc.;Industrial Distribution;707.73664;825306
DXPE;DXP ENTERPRISES INC;Industrial Distribution;538.95952;674720
HON;HONEYWELL INTERNATIONAL INC;Industrial Products;138291.93;105257
SIE.DE;Siemens;Industrial Products;91525.702814;849707
GE;GENERAL ELECTRIC CO;Industrial Products;89230.909766;244314
MMM;3M CO;Industrial Products;85798.46;22219
ITW;Illinois Tool Works;Industrial Products;67418.836;378165
ETN;Eaton Corp plc;Industrial Products;61347.17;124922
EMR;EMERSON ELECTRIC CO;Industrial Products;53484.27;255983
ROP;ROPER TECHNOLOGIES INC;Industrial Products;46207.347;119446
TT;Trane Technologies plc;Industrial Products;39338.687768;378166
PH;PARKER HANNIFIN CORP;Industrial Products;39333.21416;354246
CARR;Carrier Global Corp;Industrial Products;37540.623;1169063
CMI;CUMMINS INC;Industrial Products;33047.28;120498
AME;AMETEK INC/;Industrial Products;30133.79657;67669
ROK;ROCKWELL AUTOMATION INC;Industrial Products;30095.04;121874
DOV;DOVER Corp;Industrial Products;20327.77656;336327
XYL;Xylem Inc.;Industrial Products;18733.592;124467
ZBRA;ZEBRA TECHNOLOGIES CORP;Industrial Products;18287.619007;1167257
AVTR;Avantor, Inc.;Industrial Products;18153.556;1033572
AVY;Avery Dennison Corp;Industrial Products;16679.520058;66346
SWK;STANLEY BLACK & DECKER, INC.;Industrial Products;16531.8859;244442
HWM;Howmet Aerospace Inc.;Industrial Products;16485.836975;195506
IEX;IDEX CORP /DE/;Industrial Products;16479.678;824090
NDSN;NORDSON CORP;Industrial Products;14292.59856;188156
SNA;SNAP-ON Inc;Industrial Products;12437.555;288357
DAR;DARLING INGREDIENTS INC.;Industrial Products;12404.07734;1234767
GGG;GRACO INC;Industrial Products;12098.6604;103052
HUBB;HUBBELL INC;Industrial Products;11944.739;628038
AOS;Smith A O Corp;Industrial Products;10101.004351;445771
LII;LENNOX INTERNATIONAL INC;Industrial Products;9770.736;98304
TTC;TORO CO;Industrial Products;9576.77856;181580
MIDD;MIDDLEBY CORP;Industrial Products;8661.4899;993573
LECO;LINCOLN ELECTRIC HOLDINGS INC;Industrial Products;8585.78784;1056278
PNR;PENTAIR plc;Industrial Products;8396.56;334445
DCI;DONALDSON CO INC;Industrial Products;7036.268;50564
AYI;ACUITY BRANDS INC;Industrial Products;6336.462;61705
NVT;nVent Electric plc;Industrial Products;6181.76;1234783
CR;CRANE CO /DE/;Industrial Products;6143.96;355869
VMI;Valmont Industries Inc;Industrial Products;6097.28466;449113
UFPI;UFP INDUSTRIES INC;Industrial Products;5674.138968;1242696
QS;QuantumScape Corp;Industrial Products;5456.84785;1059132
WTS;WATTS WATER TECHNOLOGIES INC;Industrial Products;5233.273;816791
TKR;TIMKEN CO;Industrial Products;5206.382006;1056221
FLS;Flowserve Corporation;Industrial Products;4537.7358;378147
FELE;FRANKLIN ELECTRIC CO INC;Industrial Products;4436.768;124153
CNM;Core & Main, Inc.;Industrial Products;4114.700419;1298294
ATI;Allegheny Technologies Inc.;Industrial Products;4102.944;442346
ATKR;Atkore International Group Inc.;Industrial Products;4082.451;368117
CLC;CLARCOR INC.;Industrial Products;4031.100093;57096
MLI;MUELLER INDUSTRIES INC;Industrial Products;3901.755;1338979
HI;Hillenbrand, Inc.;Industrial Products;3476.514;361523
AAON;AAON INC;Industrial Products;3360.400651;919501
BDC;BELDEN INC.;Industrial Products;3071.0888;1234039
SHLS;Shoals Technologies Group, Inc.;Industrial Products;2953.39352;1302456
ARNC;Arconic Corp;Industrial Products;2932.228;1195675
AIMC;Altra Industrial Motion Corp.;Industrial Products;2901.507;773555
SPXC;SPX CORP;Industrial Products;2881.1496;768069
FSS;FEDERAL SIGNAL CORP /DE/;Industrial Products;2597.804;968229
WIRE;ENCORE WIRE CORP;Industrial Products;2578.06644;983825
HLIO;HELIOS TECHNOLOGIES, INC.;Industrial Products;2245.5427;126033
CSWI;CSW INDUSTRIALS, INC.;Industrial Products;2183.60637;49347
RAVN;RAVEN INDUSTRIES INC;Industrial Products;2086.096357;664566
GEF;GREIF, INC;Industrial Products;1925.308;998535
EAF;GRAFTECH INTERNATIONAL LTD;Industrial Products;1880.158928;910562
MTTR;Matterport, Inc./DE;Industrial Products;1646.58305;1291791
KN;Knowles Corp;Industrial Products;1555.72;996259
HNI;HNI CORP;Industrial Products;1542.07544;123823
UCTT;Ultra Clean Holdings, Inc.;Industrial Products;1530.11112;1346700
EPAC;ENERPAC TOOL GROUP CORP;Industrial Products;1351.49388;89259
PRLB;Proto Labs Inc;Industrial Products;1248.257672;341185
AZZ;AZZ INC;Industrial Products;1215.19775;82401
OFLX;Omega Flex, Inc.;Industrial Products;1165.25136;728561
ICHR;ICHOR HOLDINGS, LTD.;Industrial Products;1052.899609;926863
BRSS;GLOBAL BRASS & COPPER HOLDINGS, INC.;Industrial Products;965.70266;778121
CCF;CHASE CORP;Industrial Products;943.964769;90312
MVST;Microvast Holdings, Inc.;Industrial Products;880.656959;1334958
TPIC;TPI COMPOSITES, INC;Industrial Products;844.81584;180206
HCCI;Heritage-Crystal Clean, Inc.;Industrial Products;800.48502;861202
GRC;GORMAN RUPP CO;Industrial Products;701.931;122864
ACCO;ACCO BRANDS Corp;Industrial Products;680.134;120923
MCF;CONTANGO OIL & GAS CO;Industrial Products;646.211081;684099
IIIN;INSTEEL INDUSTRIES INC;Industrial Products;634.9525;1338982
XONE;ExOne Co;Industrial Products;598.113482;823071
EBF;ENNIS, INC.;Industrial Products;585.714927;90209
HAYN;HAYNES INTERNATIONAL INC;Industrial Products;551.30652;358061
HDSN;HUDSON TECHNOLOGIES INC /NY;Industrial Products;462.643175;346795
PBI;Pitney-Bowes;Industrial Products;442.183;378200
TWIN;TWIN DISC INC;Industrial Products;140.7998;231580
ADES;Advanced Emissions Solutions, Inc.;Industrial Products;109.36016;619745
SMID;SMITH MIDLAND CORP;Industrial Products;99.2131;362372
ALOT;AstroNova, Inc.;Industrial Products;87.72196;995248
ARTX;AROTECH CORP;Industrial Products;79.99572;739639
AP;AMPCO PITTSBURGH CORP;Industrial Products;77.32665;995247
ULBI;ULTRALIFE CORP;Industrial Products;74.1934;739637
PPIH;MFRI INC;Industrial Products;73.9466;209037
VIRC;VIRCO MFG CORPORATION;Industrial Products;69.90388;54439
JRSH;Jerash Holdings (US), Inc.;Industrial Products;65.876995;1348020
CULP;CULP INC;Industrial Products;62.15908;209337
CGRN;Capstone Green Energy Corp;Industrial Products;58.9743;51961
SCX;STARRETT L S CO;Industrial Products;55.84353;218861
FTEK;FUEL TECH, INC.;Industrial Products;41.50552;144208
BGG;BRIGGS & STRATTON CORP;Industrial Products;33.113757;252726
TAYD;TAYLOR DEVICES INC;Industrial Products;29.517551;338837
ARCW;ARC Group Worldwide, Inc.;Industrial Products;22.208393;674718
GLGI;GREYSTONE LOGISTICS, INC.;Industrial Products;21.706513;178127
WSCI;WSI INDUSTRIES, INC.;Industrial Products;20.762278;65297
CUO;CONTINENTAL MATERIALS CORP;Industrial Products;14.423354;884109
ICPW;IRONCLAD PERFORMANCE WEAR CORP;Industrial Products;6.851708;161289
CETX;CEMTREX INC;Industrial Products;6.361897;178699
SHLO;SHILOH INDUSTRIES INC;Industrial Products;2.179486;202591
ALV.DE;Allianz SE;Insurance;75406.168574;849433
AIG;AMERICAN INTERNATIONAL GROUP INC;Insurance;48854.921917;251769
HIG;HARTFORD FINANCIAL SERVICES GROUP INC/DE;Insurance;23340.991825;387752
WRB;BERKLEY W R CORP;Insurance;18435.879;1161717
AIZ;ASSURANT INC;Insurance;9295.804254;66661
FAF;First American Financial Corp;Insurance;6391.996;1008640
RNR;RENAISSANCERE HOLDINGS LTD;Insurance;6139.88338;971614
PRI;Primerica, Inc.;Insurance;5292.27782;1055098
AXS;AXIS CAPITAL HOLDINGS LTD;Insurance;4685.31094;971612
ESGR;Enstar Group LTD;Insurance;3409.235191;446639
GNW;GENWORTH FINANCIAL INC;Insurance;2244.69;527413
OSCR;Oscar Health, Inc.;Insurance;1658.795228;1299459
GSHD;Goosehead Insurance, Inc.;Insurance;1446.91596;986860
EHTH;eHealth, Inc.;Insurance;241.4103;979798
MET;METLIFE INC;Insurance - Life;56191.63;380562
AFL;AFLAC INC;Insurance - Life;40998.84093;62581
PRU;PRUDENTIAL FINANCIAL INC;Insurance - Life;39190.068;78741
PFG;PRINCIPAL FINANCIAL GROUP INC;Insurance - Life;21016.578;367240
GL;GLOBE LIFE INC.;Insurance - Life;10179.696757;378226
LNC;LINCOLN NATIONAL CORP;Insurance - Life;8788.785501;243942
UNM;Unum Group;Insurance - Life;8015.786016;378233
BHF;Brighthouse Financial, Inc.;Insurance - Life;3941.004344;696260
IHC;INDEPENDENCE HOLDING CO;Insurance - Life;836.618101;667823
GWGH;GWG Holdings, Inc.;Insurance - Life;88.389838;734810
AAME;ATLANTIC AMERICAN CORP;Insurance - Life;60.7324;450021
CB;Chubb Limited;Insurance - Property & Casualty;84756.50615;378112
PGR;Progressive Corp.;Insurance - Property & Casualty;71570.907;378203
TRV;TRAVELERS COMPANIES, INC.;Insurance - Property & Casualty;41367.168;262327
ALL;ALLSTATE CORP;Insurance - Property & Casualty;36973.05;68840
MKL;MARKEL CORP;Insurance - Property & Casualty;17250.94024;205470
CINF;CINCINNATI FINANCIAL CORP;Insurance - Property & Casualty;16940.382948;248488
L;Loews Corp.;Insurance - Property & Casualty;14580.636;378182
Y;Alleghany Corp;Insurance - Property & Casualty;11629.34734;449291
CNA;Cna Financial Corp;Insurance - Property & Casualty;11482.042;446249
AFG;AMERICAN FINANCIAL GROUP INC;Insurance - Property & Casualty;11468.576323;485236
RLI;RLI CORP;Insurance - Property & Casualty;5341.34058;1059908
SIGI;SELECTIVE INSURANCE GROUP INC;Insurance - Property & Casualty;5052.715604;627778
MTG;MGIC INVESTMENT CORP;Insurance - Property & Casualty;4975.67934;1067477
AFSI;Amtrust Financial Services, Inc.;Insurance - Property & Casualty;2916.093629;822262
NMIH;NMI Holdings, Inc.;Insurance - Property & Casualty;1935.58018;1243192
LMND;Lemonade, Inc.;Insurance - Property & Casualty;1892.357856;1070336
UVE;UNIVERSAL INSURANCE HOLDINGS, INC.;Insurance - Property & Casualty;393.37804;529179
HRTG;Heritage Insurance Holdings, Inc.;Insurance - Property & Casualty;77.508626;640779
UIHC;UNITED INSURANCE HOLDINGS CORP.;Insurance - Property & Casualty;45.632181;774910
CNFR;Conifer Holdings, Inc.;Insurance - Property & Casualty;21.173472;847219
UNAM;UNICO AMERICAN CORP;Insurance - Property & Casualty;10.028017;251597
SAFT;SAFETY INSURANCE GROUP INC;Insurance - Property & Casualty;0.051284;250043
MUV2.DE;Munich Re;Insurance - Specialty;25220.679315;1117320
ACGL;Arch Capital Group LTD;Insurance - Specialty;17542.649079;445596
RE;EVEREST RE GROUP LTD;Insurance - Specialty;10907.047833;741323
RGA;Reinsurance Group Of America Inc;Insurance - Specialty;8698.0842;448474
ESNT;Essent Group Ltd.;Insurance - Specialty;4785.26384;1055099
RDN;RADIAN GROUP INC;Insurance - Specialty;4062.95995;750984
AGO;ASSURED GUARANTY LTD;Insurance - Specialty;3659.097;601095
TRUP;TRUPANION INC.;Insurance - Specialty;3048.887152;640535
AHL;ASPEN INSURANCE HOLDINGS LTD;Insurance - Specialty;2558.531499;700634
VR;Validus Holdings LTD;Insurance - Specialty;1862.645554;449124
NKE;NIKE INC;Manufacturing - Apparel & Furniture;186393.128;101814
VFC;V F CORP;Manufacturing - Apparel & Furniture;18572.01896;330907
WHR;WHIRLPOOL CORP /DE/;Manufacturing - Apparel & Furniture;9831.36;104227
FBHS;Fortune Brands Home & Security;Manufacturing - Apparel & Furniture;9344.67;378152
LEVI;LEVI STRAUSS & CO;Manufacturing - Apparel & Furniture;8049.517;705588
MHK;MOHAWK INDUSTRIES INC;Manufacturing - Apparel & Furniture;8041.6224;333439
CPRI;Capri Holdings Ltd;Manufacturing - Apparel & Furniture;7586.700308;38287
RL;RALPH LAUREN CORP;Manufacturing - Apparel & Furniture;7070.286;331016
SKX;SKECHERS USA INC;Manufacturing - Apparel & Furniture;6477.78914;176359
TREX;TREX CO INC;Manufacturing - Apparel & Furniture;6431.972034;991604
LEG;Leggett & Platt;Manufacturing - Apparel & Furniture;5674.169;378178
TPX;TEMPUR SEALY INTERNATIONAL, INC.;Manufacturing - Apparel & Furniture;5175.993;686753
